Match Number,Federation,Series,Tournament,Location,Court,Surface,Round,Best of,Date GMT,Time GMT,Player ,Opponent,Player Rank,Opponent Rank,Player Ranking Points,Opponent Ranking Points,Result,Player Age,Player Aces,Player Double Faults,Player Serves,Player 1st Serve In,Player 1st Serve Won,Player 2nd Serve Won,Player 1st Serve Fault 
2279,ATP,Masters 1000,Mutua Madrid Open,Madrid,Outdoor,Clay,2nd Round,3,5/8/12,17:50:00,Djokovic N.,Gimeno-Traver D.,1,137,12020,399,Win,24.96098563,7,4,65,40,35,14,0.384615385
2280,ATP,Masters 1000,Mutua Madrid Open,Madrid,Outdoor,Clay,3rd Round,3,5/10/12,19:30:00,Djokovic N.,Wawrinka S.,1,21,12020,1505,Win,24.96098563,7,2,61,44,36,11,0.278688525
2281,ATP,Masters 1000,Mutua Madrid Open,Madrid,Outdoor,Clay,Quarterfinals,3,5/11/12,18:05:00,Djokovic N.,Tipsarevic J.,1,8,12020,2820,Loss,24.96098563,3,4,56,30,27,13,0.464285714
2282,ATP,Masters 1000,Internazionali BNL d'Italia,Rome,Outdoor,Clay,2nd Round,3,5/15/12,19:40:00,Djokovic N.,Tomic B.,1,32,11200,1215,Win,24.98015058,5,1,52,34,24,12,0.346153846
2283,ATP,Masters 1000,Internazionali BNL d'Italia,Rome,Outdoor,Clay,3rd Round,3,5/17/12,11:05:00,Djokovic N.,Monaco J.,1,15,11200,1925,Win,24.98015058,3,0,82,55,37,17,0.329268293
2284,ATP,Masters 1000,Internazionali BNL d'Italia,Rome,Outdoor,Clay,Quarterfinals,3,5/18/12,15:20:00,Djokovic N.,Tsonga J.W.,1,5,11200,4930,Win,24.98015058,5,1,58,43,33,6,0.25862069
2285,ATP,Masters 1000,Internazionali BNL d'Italia,Rome,Outdoor,Clay,Semifinals,3,5/19/12,19:05:00,Djokovic N.,Federer R.,1,2,11200,9430,Win,24.98015058,1,1,66,38,31,16,0.424242424
2286,ATP,Masters 1000,Internazionali BNL d'Italia,Rome,Outdoor,Clay,The Final,3,5/21/12,11:05:00,Djokovic N.,Nadal R.,1,3,11200,9105,Loss,24.98015058,1,4,74,47,32,10,0.364864865
2287,ATP,Grand Slam,French Open,Paris,Outdoor,Clay,1st Round,5,5/28/12,14:00:00,Djokovic N.,Starace P.,1,97,11800,558,Win,25.01848049,6,0,79,61,50,12,0.227848101
2288,ATP,Grand Slam,French Open,Paris,Outdoor,Clay,2nd Round,5,5/30/12,10:05:00,Djokovic N.,Kavcic B.,1,99,11800,557,Win,25.01848049,5,1,73,49,36,17,0.328767123
2289,ATP,Grand Slam,French Open,Paris,Outdoor,Clay,3rd Round,5,6/1/12,18:35:00,Djokovic N.,Devilder N.,1,286,11800,159,Win,25.01848049,3,0,77,50,36,18,0.350649351
2290,ATP,Grand Slam,French Open,Paris,Outdoor,Clay,4th Round,5,6/3/12,12:00:00,Djokovic N.,Seppi A.,1,25,11800,1355,Win,25.01848049,5,2,144,91,63,32,0.368055556
2291,ATP,Grand Slam,French Open,Paris,Outdoor,Clay,Quarterfinals,5,6/5/12,14:45:00,Djokovic N.,Tsonga J.W.,1,5,11800,4965,Win,25.01848049,7,2,169,114,81,29,0.325443787
2292,ATP,Grand Slam,French Open,Paris,Outdoor,Clay,Semifinals,5,6/8/12,16:00:00,Djokovic N.,Federer R.,1,3,11800,9790,Win,25.01848049,6,2,91,62,45,14,0.318681319
2293,ATP,Grand Slam,French Open,Paris,Outdoor,Clay,The Final,5,6/10/12,12:10:00,Djokovic N.,Nadal R.,1,2,11800,10060,Loss,25.01848049,3,4,123,73,45,22,0.406504065
2294,ATP,Grand Slam,Wimbledon,London,Outdoor,Grass,1st Round,5,6/25/12,13:05:00,Djokovic N.,Ferrero J.C.,1,38,12280,1035,Win,25.09514031,13,3,85,56,47,12,0.341176471
2295,ATP,Grand Slam,Wimbledon,London,Outdoor,Grass,2nd Round,5,6/27/12,19:50:00,Djokovic N.,Harrison R.,1,48,12280,871,Win,25.09514031,8,1,85,63,48,18,0.258823529
2296,ATP,Grand Slam,Wimbledon,London,Outdoor,Grass,3rd Round,5,6/29/12,13:20:00,Djokovic N.,Stepanek R.,1,27,12280,1340,Win,25.09514031,12,1,96,63,50,20,0.34375
2297,ATP,Grand Slam,Wimbledon,London,Outdoor,Grass,4th Round,5,7/2/12,18:20:00,Djokovic N.,Troicki V.,1,34,12280,1190,Win,25.09514031,4,2,70,53,43,9,0.242857143
2298,ATP,Grand Slam,Wimbledon,London,Outdoor,Grass,Quarterfinals,5,7/4/12,13:05:00,Djokovic N.,Mayer F.,1,29,12280,1230,Win,25.09514031,7,3,84,55,42,17,0.345238095
2299,ATP,Grand Slam,Wimbledon,London,Outdoor,Grass,Semifinals,5,7/6/12,13:05:00,Djokovic N.,Federer R.,1,3,12280,9435,Loss,25.09514031,9,2,115,73,52,24,0.365217391
2300,ATP,Masters 1000,Rogers Masters,Toronto,Outdoor,Hard,2nd Round,3,8/9/12,00:05:00,Djokovic N.,Tomic B.,2,49,11270,880,Win,25.21013005,7,1,54,36,29,11,0.333333333
2301,ATP,Masters 1000,Rogers Masters,Toronto,Outdoor,Hard,3rd Round,3,8/10/12,18:15:00,Djokovic N.,Querrey S.,2,35,11270,1189,Win,25.21013005,5,3,63,39,31,13,0.380952381
2302,ATP,Masters 1000,Rogers Masters,Toronto,Outdoor,Hard,Quarterfinals,3,8/11/12,02:20:00,Djokovic N.,Haas T.,2,25,11270,1418,Win,25.21013005,4,2,96,53,39,26,0.447916667
2303,ATP,Masters 1000,Rogers Masters,Toronto,Outdoor,Hard,Semifinals,3,8/11/12,23:35:00,Djokovic N.,Tipsarevic J.,2,9,11270,3320,Win,25.21013005,3,3,62,33,30,14,0.467741935
2304,ATP,Masters 1000,Rogers Masters,Toronto,Outdoor,Hard,The Final,3,8/13/12,00:05:00,Djokovic N.,Gasquet R.,2,21,11270,1600,Win,25.21013005,5,0,46,31,26,12,0.326086957
2305,ATP,Masters 1000,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2nd Round,3,8/15/12,17:45:00,Djokovic N.,Seppi A.,2,27,11270,1355,Win,25.229295,6,0,59,34,27,18,0.423728814
2306,ATP,Masters 1000,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,3rd Round,3,8/17/12,00:05:00,Djokovic N.,Davydenko N.,2,50,11270,875,Win,25.229295,2,0,19,14,12,1,0.263157895
2307,ATP,Masters 1000,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,Quarterfinals,3,8/17/12,18:05:00,Djokovic N.,Cilic M.,2,15,11270,2015,Win,25.229295,7,2,54,37,31,9,0.314814815
2308,ATP,Masters 1000,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,Semifinals,3,8/18/12,18:05:00,Djokovic N.,Del Potro J.M.,2,9,11270,3305,Win,25.229295,6,1,61,39,28,14,0.360655738
2309,ATP,Masters 1000,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,The Final,3,8/19/12,17:40:00,Djokovic N.,Federer R.,2,1,11270,11345,Loss,25.229295,2,5,61,35,23,13,0.426229508
2310,ATP,Grand Slam,US Open,New York,Outdoor,Hard,1st Round,5,8/29/12,00:05:00,Djokovic N.,Lorenzi P.,2,69,11270,674,Win,25.26762491,7,0,53,42,32,7,0.20754717
2311,ATP,Grand Slam,US Open,New York,Outdoor,Hard,2nd Round,5,8/31/12,18:05:00,Djokovic N.,Dutra Silva R.,2,112,11270,499,Win,25.26762491,6,1,62,41,37,12,0.338709677
2312,ATP,Grand Slam,US Open,New York,Outdoor,Hard,3rd Round,5,9/2/12,16:05:00,Djokovic N.,Benneteau J.,2,35,11270,1075,Win,25.26762491,13,3,66,40,33,19,0.393939394
2313,ATP,Grand Slam,US Open,New York,Outdoor,Hard,4th Round,5,9/5/12,19:45:00,Djokovic N.,Wawrinka S.,2,19,11270,1730,Win,25.26762491,4,0,68,45,30,13,0.338235294
2314,ATP,Grand Slam,US Open,New York,Outdoor,Hard,Quarterfinals,5,9/7/12,01:15:00,Djokovic N.,Del Potro J.M.,2,8,11270,3620,Win,25.26762491,7,2,88,50,42,21,0.431818182
2315,ATP,Grand Slam,US Open,New York,Outdoor,Hard,Semifinals,5,9/9/12,16:05:00,Djokovic N.,Ferrer D.,2,5,11270,5375,Win,25.26762491,7,1,101,60,43,24,0.405940594
2316,ATP,Grand Slam,US Open,New York,Outdoor,Hard,The Final,5,9/10/12,21:05:00,Djokovic N.,Murray A.,2,4,11270,7290,Loss,25.26762491,7,5,165,103,65,26,0.375757576
2317,ATP,ATP500,China Open,Beijing,Outdoor,Hard,1st Round,3,10/2/12,10:20:00,Djokovic N.,Berrer M.,2,123,10470,466,Win,25.36344969,6,1,85,58,45,18,0.317647059
2318,ATP,ATP500,China Open,Beijing,Outdoor,Hard,2nd Round,3,10/3/12,12:35:00,Djokovic N.,Berlocq C.,2,50,10470,880,Win,25.36344969,5,2,53,39,28,5,0.264150943
2319,ATP,ATP500,China Open,Beijing,Outdoor,Hard,Quarterfinals,3,10/5/12,12:35:00,Djokovic N.,Melzer J.,2,37,10470,997,Win,25.36344969,12,3,43,30,24,9,0.302325581
2320,ATP,ATP500,China Open,Beijing,Outdoor,Hard,Semifinals,3,10/6/12,12:35:00,Djokovic N.,Mayer F.,2,29,10470,1295,Win,25.36344969,7,2,56,40,32,9,0.285714286
2321,ATP,ATP500,China Open,Beijing,Outdoor,Hard,The Final,3,10/7/12,09:05:00,Djokovic N.,Tsonga J.W.,2,7,10470,4520,Win,25.36344969,1,2,66,39,27,17,0.409090909
2322,ATP,Masters 1000,Shanghai Masters,Shanghai,Outdoor,Hard,2nd Round,3,10/10/12,08:40:00,Djokovic N.,Dimitrov G.,2,56,10970,751,Win,25.38261465,5,0,41,32,29,7,0.219512195
2323,ATP,Masters 1000,Shanghai Masters,Shanghai,Outdoor,Hard,3rd Round,3,10/11/12,08:40:00,Djokovic N.,Lopez F.,2,29,10970,1355,Win,25.38261465,12,1,43,29,27,9,0.325581395
2324,ATP,Masters 1000,Shanghai Masters,Shanghai,Outdoor,Hard,Quarterfinals,3,10/12/12,11:35:00,Djokovic N.,Haas T.,2,21,10970,1553,Win,25.38261465,4,2,56,37,29,7,0.339285714
2325,ATP,Masters 1000,Shanghai Masters,Shanghai,Outdoor,Hard,Semifinals,3,10/13/12,09:35:00,Djokovic N.,Berdych T.,2,7,10970,4570,Win,25.38261465,5,3,56,42,35,6,0.25
2326,ATP,Masters 1000,Shanghai Masters,Shanghai,Outdoor,Hard,The Final,3,10/14/12,09:35:00,Djokovic N.,Murray A.,2,3,10970,8090,Win,25.38261465,3,4,104,62,43,20,0.403846154
2327,ATP,Masters 1000,BNP Paribas Masters,Paris,Indoor,Hard,2nd Round,3,10/31/12,13:45:00,Djokovic N.,Querrey S.,2,23,11970,1560,Loss,25.44010951,8,3,93,57,45,15,0.387096774
2328,ATP,Masters Cup,Masters Cup,London,Indoor,Hard,Round Robin,3,11/5/12,20:00:00,Djokovic N.,Tsonga J.W.,1,8,11420,3490,Win,25.45927447,2,1,66,43,35,15,0.348484848
2329,ATP,Masters Cup,Masters Cup,London,Indoor,Hard,Round Robin,3,11/7/12,13:50:00,Djokovic N.,Murray A.,1,3,11420,7600,Win,25.45927447,4,0,94,57,45,20,0.393617021
2330,ATP,Masters Cup,Masters Cup,London,Indoor,Hard,Round Robin,3,11/9/12,14:30:00,Djokovic N.,Berdych T.,1,6,11420,4405,Win,25.45927447,7,0,58,38,31,11,0.344827586
2331,ATP,Masters Cup,Masters Cup,London,Indoor,Hard,Semifinals,3,11/11/12,14:15:00,Djokovic N.,Del Potro J.M.,1,7,11420,4080,Win,25.45927447,9,1,85,50,41,16,0.411764706
2332,ATP,Masters Cup,Masters Cup,London,Indoor,Hard,The Final,3,11/12/12,20:00:00,Djokovic N.,Federer R.,1,2,11420,9465,Win,25.45927447,6,2,98,68,43,14,0.306122449
2333,ATP,Grand Slam,Australian Open,Melbourne,Outdoor,Hard,1st Round,5,1/14/13,03:20:00,Djokovic N.,Mathieu P.H.,1,60,12920,763,Win,25.65092402,9,2,77,49,41,21,0.363636364
2334,ATP,Grand Slam,Australian Open,Melbourne,Outdoor,Hard,2nd Round,5,1/16/13,09:50:00,Djokovic N.,Harrison R.,1,62,12920,754,Win,25.65092402,7,0,56,41,35,13,0.267857143
2335,ATP,Grand Slam,Australian Open,Melbourne,Outdoor,Hard,3rd Round,5,1/18/13,03:35:00,Djokovic N.,Stepanek R.,1,34,12920,1090,Win,25.65092402,7,1,85,55,47,20,0.352941176
2336,ATP,Grand Slam,Australian Open,Melbourne,Outdoor,Hard,4th Round,5,1/20/13,09:30:00,Djokovic N.,Wawrinka S.,1,17,12920,1900,Win,25.65092402,7,5,195,129,92,36,0.338461538
2337,ATP,Grand Slam,Australian Open,Melbourne,Outdoor,Hard,Quarterfinals,5,1/22/13,08:35:00,Djokovic N.,Berdych T.,1,6,12920,4680,Win,25.65092402,10,2,97,65,51,20,0.329896907
2338,ATP,Grand Slam,Australian Open,Melbourne,Outdoor,Hard,Semifinals,5,1/24/13,08:35:00,Djokovic N.,Ferrer D.,1,5,12920,6505,Win,25.65092402,6,0,51,32,29,15,0.37254902
2339,ATP,Grand Slam,Australian Open,Melbourne,Outdoor,Hard,The Final,5,1/27/13,08:35:00,Djokovic N.,Murray A.,1,3,12920,8000,Win,25.65092402,8,3,134,84,63,33,0.373134328
2340,ATP,ATP500,Dubai Tennis Championships,Dubai ,Outdoor,Hard,1st Round,3,2/26/13,15:05:00,Djokovic N.,Troicki V.,1,44,12960,925,Win,25.76591376,1,2,50,28,23,13,0.44
2341,ATP,ATP500,Dubai Tennis Championships,Dubai ,Outdoor,Hard,2nd Round,3,2/27/13,16:30:00,Djokovic N.,Bautista R.,1,55,12960,788,Win,25.76591376,6,2,52,34,26,11,0.346153846
2342,ATP,ATP500,Dubai Tennis Championships,Dubai ,Outdoor,Hard,Quarterfinals,3,2/28/13,15:05:00,Djokovic N.,Seppi A.,1,20,12960,1730,Win,25.76591376,6,4,52,28,25,11,0.461538462
2343,ATP,ATP500,Dubai Tennis Championships,Dubai ,Outdoor,Hard,Semifinals,3,3/1/13,13:05:00,Djokovic N.,Del Potro J.M.,1,7,12960,4410,Win,25.76591376,7,0,63,40,33,12,0.365079365
2344,ATP,ATP500,Dubai Tennis Championships,Dubai ,Outdoor,Hard,The Final,3,3/2/13,15:05:00,Djokovic N.,Berdych T.,1,6,12960,4545,Win,25.76591376,8,2,67,47,38,8,0.298507463
2345,ATP,Masters 1000,BNP Paribas Open,Indian Wells,Outdoor,Hard,2nd Round,3,3/11/13,01:00:00,Djokovic N.,Fognini F.,1,36,13280,1065,Win,25.78507871,7,1,77,46,35,17,0.402597403
2346,ATP,Masters 1000,BNP Paribas Open,Indian Wells,Outdoor,Hard,3rd Round,3,3/12/13,22:05:00,Djokovic N.,Dimitrov G.,1,31,13280,1137,Win,25.78507871,1,3,55,37,29,11,0.327272727
2347,ATP,Masters 1000,BNP Paribas Open,Indian Wells,Outdoor,Hard,4th Round,3,3/14/13,07:20:00,Djokovic N.,Querrey S.,1,23,13280,1695,Win,25.78507871,4,0,61,41,32,9,0.327868852
2348,ATP,Masters 1000,BNP Paribas Open,Indian Wells,Outdoor,Hard,Quarterfinals,3,3/15/13,20:35:00,Djokovic N.,Tsonga J.W.,1,8,13280,3660,Win,25.78507871,8,0,38,28,25,8,0.263157895
2349,ATP,Masters 1000,BNP Paribas Open,Indian Wells,Outdoor,Hard,Semifinals,3,3/16/13,21:15:00,Djokovic N.,Del Potro J.M.,1,7,13280,4410,Loss,25.78507871,5,2,97,59,37,20,0.391752577
2350,ATP,Masters 1000,Sony Ericsson Open,Miami,Outdoor,Hard,2nd Round,3,3/23/13,02:30:00,Djokovic N.,Rosol L.,1,64,13280,749,Win,25.82340862,4,0,47,30,20,14,0.361702128
2351,ATP,Masters 1000,Sony Ericsson Open,Miami,Outdoor,Hard,3rd Round,3,3/24/13,20:30:00,Djokovic N.,Devvarman S.,1,254,13280,182,Win,25.82340862,4,2,53,31,28,10,0.41509434
2352,ATP,Masters 1000,Sony Ericsson Open,Miami,Outdoor,Hard,4th Round,3,3/27/13,01:55:00,Djokovic N.,Haas T.,1,18,13280,1925,Loss,25.82340862,2,1,68,44,23,13,0.352941176
2353,ATP,Masters 1000,Monte Carlo Masters,Monte Carlo,Outdoor,Clay,2nd Round,3,4/17/13,13:05:00,Djokovic N.,Youzhny M.,1,27,12500,1220,Win,25.90006845,4,3,86,47,33,22,0.453488372
2354,ATP,Masters 1000,Monte Carlo Masters,Monte Carlo,Outdoor,Clay,3rd Round,3,4/18/13,14:00:00,Djokovic N.,Monaco J.,1,20,12500,1740,Win,25.90006845,5,3,77,51,34,10,0.337662338
2355,ATP,Masters 1000,Monte Carlo Masters,Monte Carlo,Outdoor,Clay,Quarterfinals,3,4/19/13,16:25:00,Djokovic N.,Nieminen J.,1,49,12500,860,Win,25.90006845,1,0,50,27,19,11,0.46
2356,ATP,Masters 1000,Monte Carlo Masters,Monte Carlo,Outdoor,Clay,Semifinals,3,4/20/13,14:05:00,Djokovic N.,Fognini F.,1,32,12500,1135,Win,25.90006845,3,0,40,28,23,9,0.3
2357,ATP,Masters 1000,Monte Carlo Masters,Monte Carlo,Outdoor,Clay,The Final,3,4/21/13,13:50:00,Djokovic N.,Nadal R.,1,5,12500,6385,Win,25.90006845,2,0,61,38,24,14,0.37704918
2358,ATP,Masters 1000,Mutua Madrid Open,Madrid,Outdoor,Clay,2nd Round,3,5/7/13,19:05:00,Djokovic N.,Dimitrov G.,1,28,12900,1272,Loss,25.95756331,5,0,125,90,59,20,0.28
2359,ATP,Masters 1000,Internazionali BNL d'Italia,Rome,Outdoor,Clay,2nd Round,3,5/14/13,16:00:00,Djokovic N.,Montanes A.,1,89,12730,573,Win,25.97672827,3,0,52,40,30,8,0.230769231
2360,ATP,Masters 1000,Internazionali BNL d'Italia,Rome,Outdoor,Clay,3rd Round,3,5/16/13,11:05:00,Djokovic N.,Dolgopolov O.,1,23,12730,1420,Win,25.97672827,5,2,55,38,30,10,0.309090909
2361,ATP,Masters 1000,Internazionali BNL d'Italia,Rome,Outdoor,Clay,Quarterfinals,3,5/17/13,13:05:00,Djokovic N.,Berdych T.,1,6,12730,4520,Loss,25.97672827,8,1,90,62,43,15,0.311111111
2362,ATP,Grand Slam,French Open,Paris,Outdoor,Clay,1st Round,5,5/28/13,17:35:00,Djokovic N.,Goffin D.,1,58,12310,797,Win,26.01505818,5,0,101,70,53,20,0.306930693
2363,ATP,Grand Slam,French Open,Paris,Outdoor,Clay,2nd Round,5,5/30/13,15:00:00,Djokovic N.,Pella G.,1,83,12310,635,Win,26.01505818,1,2,68,49,38,10,0.279411765
2364,ATP,Grand Slam,French Open,Paris,Outdoor,Clay,3rd Round,5,6/1/13,18:00:00,Djokovic N.,Dimitrov G.,1,28,12310,1355,Win,26.01505818,2,0,71,48,39,13,0.323943662
2365,ATP,Grand Slam,French Open,Paris,Outdoor,Clay,4th Round,5,6/3/13,11:45:00,Djokovic N.,Kohlschreiber P.,1,19,12310,1750,Win,26.01505818,2,2,141,105,71,23,0.255319149
2366,ATP,Grand Slam,French Open,Paris,Outdoor,Clay,Quarterfinals,5,6/5/13,15:25:00,Djokovic N.,Haas T.,1,14,12310,2340,Win,26.01505818,11,0,78,50,41,22,0.358974359
2367,ATP,Grand Slam,French Open,Paris,Outdoor,Clay,Semifinals,5,6/7/13,12:05:00,Djokovic N.,Nadal R.,1,4,12310,6895,Loss,26.01505818,5,2,175,118,76,30,0.325714286
2368,ATP,Grand Slam,Wimbledon,London,Outdoor,Grass,1st Round,5,6/25/13,14:20:00,Djokovic N.,Mayer F.,1,34,11830,1175,Win,26.091718,5,0,87,55,41,26,0.367816092
2369,ATP,Grand Slam,Wimbledon,London,Outdoor,Grass,2nd Round,5,6/27/13,17:45:00,Djokovic N.,Reynolds B.,1,156,11830,346,Win,26.091718,12,0,73,43,39,22,0.410958904
2370,ATP,Grand Slam,Wimbledon,London,Outdoor,Grass,3rd Round,3,6/29/13,18:25:00,Djokovic N.,Chardy J.,1,25,11830,1441,Win,26.091718,8,1,58,43,40,12,0.25862069
2371,ATP,Grand Slam,Wimbledon,London,Outdoor,Grass,4th Round,5,7/1/13,18:30:00,Djokovic N.,Haas T.,1,13,11830,2425,Win,26.091718,13,3,89,58,44,17,0.348314607
2372,ATP,Grand Slam,Wimbledon,London,Outdoor,Grass,Quarterfinals,5,7/3/13,13:05:00,Djokovic N.,Berdych T.,1,6,11830,4515,Win,26.091718,16,1,89,54,42,21,0.393258427
2373,ATP,Grand Slam,Wimbledon,London,Outdoor,Grass,Semifinals,5,7/5/13,13:05:00,Djokovic N.,Del Potro J.M.,1,8,11830,3960,Win,26.091718,22,2,177,123,102,21,0.305084746
2374,ATP,Grand Slam,Wimbledon,London,Outdoor,Grass,The Final,5,7/7/13,14:05:00,Djokovic N.,Murray A.,1,2,11830,8560,Loss,26.091718,4,4,105,68,40,15,0.352380952
2375,ATP,Masters 1000,Rogers Masters,Montreal,Outdoor,Hard,2nd Round,3,8/7/13,01:35:00,Djokovic N.,Mayer F.,1,50,12040,905,Win,26.20670773,3,1,57,36,25,13,0.368421053
2376,ATP,Masters 1000,Rogers Masters,Montreal,Outdoor,Hard,3rd Round,3,8/9/13,01:15:00,Djokovic N.,Istomin D.,1,66,12040,720,Win,26.20670773,9,4,87,52,38,18,0.402298851
2377,ATP,Masters 1000,Rogers Masters,Montreal,Outdoor,Hard,Quarterfinals,3,8/9/13,23:05:00,Djokovic N.,Gasquet R.,1,9,12040,3045,Win,26.20670773,11,0,44,35,27,8,0.204545455
2378,ATP,Masters 1000,Rogers Masters,Montreal,Outdoor,Hard,Semifinals,3,8/11/13,01:05:00,Djokovic N.,Nadal R.,1,4,12040,6860,Loss,26.20670773,8,7,98,63,45,19,0.357142857
2379,ATP,Masters 1000,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2nd Round,3,8/14/13,20:10:00,Djokovic N.,Monaco J.,1,32,11400,1240,Win,26.22587269,5,2,51,30,22,14,0.411764706
2380,ATP,Masters 1000,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,3rd Round,3,8/15/13,18:05:00,Djokovic N.,Goffin D.,1,80,11400,631,Win,26.22587269,5,2,35,20,16,12,0.428571429
2381,ATP,Masters 1000,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,Quarterfinals,3,8/16/13,18:10:00,Djokovic N.,Isner J.,1,22,11400,1585,Loss,26.22587269,9,5,127,85,62,24,0.330708661
2382,ATP,Grand Slam,US Open,New York,Outdoor,Hard,1st Round,5,8/28/13,00:05:00,Djokovic N.,Berankis R.,1,112,10980,499,Win,26.2642026,10,1,73,50,36,14,0.315068493
2383,ATP,Grand Slam,US Open,New York,Outdoor,Hard,2nd Round,5,8/30/13,18:05:00,Djokovic N.,Becker B.,1,87,10980,603,Win,26.2642026,13,2,80,59,48,11,0.2625
2384,ATP,Grand Slam,US Open,New York,Outdoor,Hard,3rd Round,5,9/2/13,00:05:00,Djokovic N.,Sousa J.,1,95,10980,583,Win,26.2642026,3,2,56,38,30,12,0.321428571
2385,ATP,Grand Slam,US Open,New York,Outdoor,Hard,4th Round,5,9/3/13,21:25:00,Djokovic N.,Granollers M.,1,43,10980,975,Win,26.2642026,2,0,53,38,32,13,0.283018868
2386,ATP,Grand Slam,US Open,New York,Outdoor,Hard,Quarterfinals,5,9/6/13,01:05:00,Djokovic N.,Youzhny M.,1,24,10980,1475,Win,26.2642026,5,1,103,70,49,19,0.32038835
2387,ATP,Grand Slam,US Open,New York,Outdoor,Hard,Semifinals,5,9/7/13,17:05:00,Djokovic N.,Wawrinka S.,1,10,10980,2610,Win,26.2642026,9,6,138,92,63,26,0.333333333
2388,ATP,Grand Slam,US Open,New York,Outdoor,Hard,The Final,5,9/9/13,22:05:00,Djokovic N.,Nadal R.,1,2,10980,8860,Loss,26.2642026,6,2,102,69,40,16,0.323529412
2389,ATP,ATP500,China Open,Beijing,Outdoor,Hard,1st Round,3,10/2/13,08:05:00,Djokovic N.,Rosol L.,1,46,11120,951,Win,26.36002738,4,0,39,25,20,13,0.358974359
2390,ATP,ATP500,China Open,Beijing,Outdoor,Hard,2nd Round,3,10/4/13,08:05:00,Djokovic N.,Verdasco F.,1,31,11120,1210,Win,26.36002738,5,2,80,57,41,13,0.2875
2391,ATP,ATP500,China Open,Beijing,Outdoor,Hard,Quarterfinals,3,10/5/13,12:50:00,Djokovic N.,Querrey S.,1,30,11120,1265,Win,26.36002738,7,1,37,28,25,7,0.243243243
2392,ATP,ATP500,China Open,Beijing,Outdoor,Hard,Semifinals,3,10/6/13,12:35:00,Djokovic N.,Gasquet R.,1,10,11120,3005,Win,26.36002738,6,0,49,34,27,8,0.306122449
2393,ATP,ATP500,China Open,Beijing,Outdoor,Hard,The Final,3,10/7/13,09:05:00,Djokovic N.,Nadal R.,1,2,11120,10860,Win,26.36002738,5,1,46,33,30,10,0.282608696
2394,ATP,Masters 1000,Shanghai Masters,Shanghai,Outdoor,Hard,2nd Round,3,10/9/13,09:30:00,Djokovic N.,Granollers M.,2,36,11120,1110,Win,26.37919233,6,2,45,26,21,10,0.422222222
2395,ATP,Masters 1000,Shanghai Masters,Shanghai,Outdoor,Hard,3rd Round,3,10/10/13,11:50:00,Djokovic N.,Fognini F.,2,17,11120,1885,Win,26.37919233,5,0,47,34,27,10,0.276595745
2396,ATP,Masters 1000,Shanghai Masters,Shanghai,Outdoor,Hard,Quarterfinals,3,10/11/13,11:15:00,Djokovic N.,Monfils G.,2,42,11120,1050,Win,26.37919233,4,1,86,54,43,17,0.372093023
2397,ATP,Masters 1000,Shanghai Masters,Shanghai,Outdoor,Hard,Semifinals,3,10/12/13,09:35:00,Djokovic N.,Tsonga J.W.,2,9,11120,3115,Win,26.37919233,6,2,60,40,26,13,0.333333333
2398,ATP,Masters 1000,Shanghai Masters,Shanghai,Outdoor,Hard,The Final,3,10/13/13,09:35:00,Djokovic N.,Del Potro J.M.,2,5,11120,4925,Win,26.37919233,10,0,85,57,45,16,0.329411765
2399,ATP,Masters 1000,BNP Paribas Masters,Paris,Indoor,Hard,2nd Round,3,10/29/13,21:25:00,Djokovic N.,Herbert P.H.,2,189,11120,262,Win,26.4366872,4,2,61,38,31,17,0.37704918
2400,ATP,Masters 1000,BNP Paribas Masters,Paris,Indoor,Hard,3rd Round,3,10/31/13,12:55:00,Djokovic N.,Isner J.,2,16,11120,2070,Win,26.4366872,11,1,73,51,45,14,0.301369863
2401,ATP,Masters 1000,BNP Paribas Masters,Paris,Indoor,Hard,Quarterfinals,3,11/1/13,13:05:00,Djokovic N.,Wawrinka S.,2,8,11120,3240,Win,26.4366872,2,0,63,38,27,16,0.396825397
2402,ATP,Masters 1000,BNP Paribas Masters,Paris,Indoor,Hard,Semifinals,3,11/2/13,13:35:00,Djokovic N.,Federer R.,2,6,11120,4245,Win,26.4366872,7,5,92,60,43,17,0.347826087
2403,ATP,Masters 1000,BNP Paribas Masters,Paris,Indoor,Hard,The Final,3,11/3/13,14:05:00,Djokovic N.,Ferrer D.,2,3,11120,6600,Win,26.4366872,4,2,64,36,28,16,0.4375
2404,ATP,Masters Cup,Masters Cup,London,Indoor,Hard,Round Robin,3,11/5/13,20:05:00,Djokovic N.,Federer R.,2,7,10610,3805,Win,26.45585216,6,3,101,64,46,21,0.366336634
2405,ATP,Masters Cup,Masters Cup,London,Indoor,Hard,Round Robin,3,11/7/13,20:05:00,Djokovic N.,Del Potro J.M.,2,5,10610,5055,Win,26.45585216,9,2,101,57,40,23,0.435643564
