Player Name,Match Date,Twitter Usage 36h,1st Serve Fault 
Isner J.,10/6/15 14:30,1,0.4
Isner J.,10/8/15 11:35,2,0.347368421
Isner J.,10/9/15 12:35,2,0.217391304
Isner J.,10/12/15 8:25,0,0.142857143
Isner J.,10/14/15 6:35,2,0.298507463
Isner J.,10/15/15 6:40,0,0.327731092
Isner J.,10/20/15 14:05,0,0.227848101
Isner J.,10/21/15 14:25,0,0.175824176
Isner J.,10/27/15 19:05,3,0.354166667
Isner J.,10/29/15 15:05,2,0.287671233
Isner J.,11/4/15 13:25,2,0.315789474
Isner J.,11/5/15 15:15,4,0.323809524
Isner J.,11/6/15 16:00,1,0.342592593
Isner J.,1/13/16 5:35,0,0.25
Isner J.,1/14/16 2:55,2,0.302631579
Isner J.,1/19/16 3:40,10,0.219512195
Isner J.,1/21/16 0:05,5,0.287128713
Isner J.,1/23/16 1:30,5,0.225806452
Isner J.,1/25/16 7:35,19,0.252631579
Isner J.,2/10/16 21:50,5,0.294117647
Isner J.,2/15/16 19:05,0,0.404580153
Isner J.,3/14/16 1:05,3,0.366666667
Isner J.,3/15/16 20:30,0,0.358490566
Isner J.,3/17/16 0:45,5,0.368421053
Isner J.,3/26/16 21:45,4,0.362745098
Isner J.,4/7/16 0:15,2,0.356164384
Isner J.,4/9/16 0:05,1,0.367088608
Isner J.,4/9/16 21:00,1,0.333333333
Isner J.,5/18/16 11:05,6,0.309734513
Isner J.,5/24/16 12:00,1,0.272151899
Isner J.,5/25/16 13:35,3,0.379746835
Isner J.,5/27/16 14:30,2,0.313333333
Isner J.,5/29/16 14:35,1,0.30952381
Isner J.,6/15/16 15:30,2,0.233766234
Isner J.,6/16/16 12:35,2,0.233870968
